=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.16 18:47:16 =~=~=~=~=~=~=~=~=~=~=~=,,
-61,140,40
3,92,50
71,59,146
181,47,215
341,-36,279
514,-64,352
702,-115,428
879,-135,421
963,-202,450
1011,-243,370
1001,-327,279
975,-274,178
843,-273,-22
789,-233,-124
688,-182,-214
535,-117,-270
452,-49,-291
381,35,-261
297,45,-214
299,187,-178
359,187,-128
371,189,-171
395,227,-353
413,243,-469
326,289,-600
244,281,-668
87,343,-680
-108,408,-690
-270,466,-664
-323,514,-519
-424,556,-499
-377,564,-450
-389,545,-407
-297,466,-409
-244,360,-524
-254,287,-604
-255,204,-670
-334,91,-768
-378,55,-790
-398,-24,-723
-400,53,-662
-445,26,-510
-436,20,-405
-368,-7,-180
-241,-20,-14
-62,-64,217
183,-100,364
378,-147,555
618,-126,656
836,-124,742
929,-140,769
980,-218,795
980,-223,762
903,-255,614
802,-297,506
738,-344,329
667,-410,187
563,-382,78
556,-371,-7
512,-356,-3
459,-342,65
464,-268,106
401,-140,186
416,-105,300
423,14,344
460,55,384
471,147,315
488,195,247
448,181,205
393,198,135
351,278,80
243,269,10
146,332,-33
42,381,-17
-138,444,5
-164,511,58
-278,542,85
-319,489,103
-269,506,105
-227,428,78
-289,427,7
-263,336,-153
-286,298,-336
-398,258,-411
-523,186,-457
-691,172,-438
-739,148,-382
-763,92,-342
-757,63,-222
-636,-10,-176
-617,-50,-36
-496,-87,29
-444,-105,144
-412,-150,223
-349,-192,345
-314,-222,393
-197,-284,512
-113,-327,560
-12,-358,648
98,-365,734
221,-401,816
327,-409,890
438,-382,892
461,-363,956
470,-365,966
421,-363,930
409,-365,867
377,-332,769
348,-267,646
274,-342,523
180,-337,451
87,-337,357
84,-320,238
51,-308,83
27,-290,-26
-24,-282,-166
1,-228,-250
-86,-189,-254
-85,-107,-259
-173,-10,-209
-239,30,-69
-270,84,-60
-272,97,63
-244,71,47
-171,100,-22
-70,59,2
-48,4,-78
-50,-49,-172
-89,-90,-242
-301,-90,-436
-365,-90,-536
-550,-166,-559
-621,-190,-518
-671,-273,-454
-617,-333,-394
-553,-348,-308
-413,-375,-247
-214,-363,-61
-84,-440,141
46,-403,259
187,-401,434
351,-396,515
445,-429,653
531,-409,691
604,-448,727
599,-505,698
518,-496,658
475,-525,577
388,-552,491
376,-568,476
265,-529,412
318,-543,368
348,-555,301
405,-517,236
395,-505,262
476,-546,265
470,-526,197
485,-436,116
389,-338,82
333,-381,48
139,-323,45
97,-324,91
23,-261,25
-119,-152,-13
-150,-93,-150
-210,-22,-270
-289,68,-306
-378,36,-410
-418,60,-449
-528,95,-453
-576,80,-480
-578,118,-460
-607,144,-436
-627,153,-413
-618,251,-386
-610,231,-351
-640,345,-237
-670,312,-170
-704,294,-86
-683,274,-52
-728,265,-36
-697,197,-82
-668,153,-112
-730,17,-215
-722,-71,-257
-652,-117,-346
-589,-190,-408
-553,-237,-437
-458,-238,-415
-411,-309,-392
-367,-326,-346
-322,-293,-268
-297,-252,-204
-328,-198,-192
-387,-110,-139
-355,-61,-90
-329,-10,-57
-301,75,-98
-319,130,-63
-272,187,-95
-283,201,-105
-334,267,-209
-367,277,-254
-365,339,-301
-452,376,-404
-527,430,-482
-607,440,-519
-654,487,-510
-638,580,-460
-695,651,-292
-682,738,-121
-629,798,-43
-571,824,31
-498,812,52
-468,804,-9
-368,746,-5
-366,701,-84
-344,637,-173
-306,601,-176
-318,459,-202
-292,397,-100
-292,378,-101
-216,378,33
-197,383,118
-132,395,336
-5,312,462
39,286,466
112,165,430
163,99,405
201,-5,336
236,-81,284
306,-140,270
344,-133,319
382,-156,384
387,-138,482
435,-148,580
499,-135,688
523,-116,694
578,-100,688
601,-135,565
640,-152,469
607,-169,313
525,-231,203
486,-233,0
336,-250,-103
220,-225,-221
52,-162,-246
-57,-102,-316
-152,-27,-298
-195,73,-236
-252,83,-197
-263,111,-170
-223,194,-97
-169,210,-89
-103,140,-36
37,175,-24
157,151,-49
240,149,-32
309,140,13
327,148,83
263,160,123
183,189,189
101,223,231
13,222,310
-22,129,319
10,61,304
56,-36,232
127,-103,167
184,-203,144
225,-273,71
227,-380,78
202,-427,94
169,-448,68
80,-465,18
48,-472,42
-47,-453,59
-78,-468,47
-133,-506,3
-149,-439,7
-144,-467,-40
-83,-490,-50
-40,-474,-146
-49,-452,-165
-55,-410,-148
-119,-311,-136
-170,-271,-88
-219,-170,-78
-334,-79,-64
-467,-39,-76
-540,20,-108
-664,54,-187
-723,68,-270
-690,36,-346
-687,78,-358
-675,118,-331
-657,151,-313
-635,187,-289
-701,201,-219
-721,217,-191
-728,251,-241
-781,262,-271
-865,236,-359
-849,172,-392
-815,107,-437
-775,116,-425
-749,113,-424
-629,90,-304
-625,81,-238
-492,75,-50
-422,63,85
-369,67,226
-281,55,385
-249,86,518
-216,50,640
-137,26,701
-48,-27,718
121,-65,753
248,-147,766
491,-235,710
592,-327,655
710,-363,580
774,-433,546
693,-420,498
682,-444,433
516,-398,424
385,-365,319
257,-309,290
173,-273,239
132,-209,211
119,-220,138
61,-192,82
67,-218,-29
70,-253,-154
50,-242,-326
22,-235,-458
5,-171,-581
-91,-173,-601
-96,-119,-553
-135,-22,-491
-171,55,-382
-159,104,-264
-179,198,-171
-166,231,-91
-201,239,-29
-152,231,-34
