=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.14 10:58:20 =~=~=~=~=~=~=~=~=~=~=~=



-16244
-16256
-16232
-16244
-16264
-16232
-16272
-16256
-16216
-16240
-16240
-16292
-16372
-16408
-16312
-16248
-16300
-16284
-16252
-16256
-16244
-16224
-16212
-16212
-16220
-16296
-16300
-16288
-16296
-16276
-16272
-16336
-16308
-16232
-16264
-16244
-16236
-16292
-16292
-16264
-16288
-16288
-16260
-16256
-16228
-16248
-16284
-16276
-16316
-16324
-16268
-16292
-16324
-16316
-16384
-16404
-16260
-16216
-16252
-16312
-16384
-16368
-16288
-16212
-16268
-16344
-16364
-16284
-16228
-16244
-16236
-16292
-16292
-16280
-16188
-16216
-16248
-16252
-16292
-16292
-16312
-16248
-16192
-16284
-16348
-16308
-16296
-16288
-16248
-16204
-16204
-16160
-16140
-16200
-16280
-16336
-16244
-16216
-16244
-16284
-16304
-16268
-16176
-16228
-16312
-16244
-16292
-16320
-16292
-16292
-16264
-16244
-16224
-16272
-16316
-16300
-16376
-16424
-16304
-16240
-16240
-16316
-16364
-16328
-16308
-16304
-16308
-16296
-16244
-16200
-16216
-16280
-16260
-16312
-16368
-16296
-16272
-16232
-16264
-16296
-16276
-16308
-16272
-16252
-16288
-16340
-16292
-16268
-16300
-16344
-16396
-16384
-16324
-16264
-16228
-16284
-16328
-16296
-16312
-16332
-16360
-16336
-16252
-16220
-16240
-16208
-16280
-16328
-16328
-16248
-16252
-16228
-16212
-16260
-16260
-16284
-16232
-16248
-16344
-16304
-16344
-16348
-16300
-16268
-16196
-16224
-16244
-16288
-16320
-16276
-16164
-16172
-16276
-16236
-16272
-16240
-16248
-16308
-16276
-16304
-16296
-16252
-16224
-16216
-16232
-16280
-16252
-16204
-16220
-16280
-16316
-16288
-16280
-16228
-16248
-16248
-16160
-16160
-16188
-16260
-16300
-16312
-16260
-16216
-16232
-16284
-16280
-16224
-16256
-16264
-16264
-16260
-16228
-16232
-16244
-16268
-16320
-16300
-16216
-16248
-16220
-16180
-16200
-16300
-16392
-16268
-16208
-16292
-16248
-16220
-16312
-16324
-16340
-16360
-16348
-16320
-16260
-16264
-16284
-16296
-16300
-16224
-16220
-16256
-16248
-16264
-16264
-16300
-16276
-16220
-16232
-16264
-16240
-16208
-16268
-16280
-16244
-16252
-16244
-16248
-16216
-16268
-16300
-16192
-16172
-16272
-16320
-16320
-16324
-16304
-16248
-16224
-16244
-16268
-16268
-16236
-16296
-16300
-16264
-16288
-16252
-16208
-16276
-16348
-16344
-16340
-16300
-16296
-16372
-16360
-16332
-16272
-16212
-16224
-16224
-16256
-16280
-16236
-16236
-16268
-16228
-16204
-16224
-16244
-16268
-16244
-16280
-16360
-16336
-16320
-16356
-16312
-16280
-16248
-16252
-16276
-16276
-16264
-16224
-16284
-16308
-16248
-16284
-16348
-16344
-16324
-16232
-16208
-16244
-16220
-16176
-16200
-16268
-16300
-16308
-16276
-16288
-16300
-16256
-16224
-16236
-16280
-16348
-16348
-16320
-16260
-16300
-16328
-16296
-16300
-16352
-16304
-16252
-16256
-16220
-16212
-16240
-16332
-16340
-16184
-16220
-16360
-16316
-16292
-16328
