=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.14 01:44:11 =~=~=~=~=~=~=~=~=~=~=~=

-16529
-16524
-16504
-16420
-16424
-16484
-16568
-16560
-16488
-16500
-16492
-16528
-16588
-16588
-16528
-16544
-16552
-16484
-16484
-16524
-16528
-16504
-16484
-16480
-16496
-16520
-16544
-16556
-16584
-16512
-16476
-16500
-16392
-16392
-16400
-16504
-16520
-16516
-16496
-16552
-16568
-16448
-16408
-16452
-16456
-16516
-16600
-16496
-16432
-16512
-16524
-16516
-16564
-16540
-16568
-16544
-16448
-16512
-16548
-16528
-16588
-16532
-16468
-16520
-16476
-16464
-16496
-16468
-16440
-16488
-16468
-16492
-16604
-16592
-16560
-16524
-16432
-16468
-16564
-16444
-16384
-16504
-16504
-16516
-16484
-16508
-16528
-16508
-16476
-16472
-16496
-16520
-16532
-16532
-16524
-16528
-16520
-16544
-16552
-16536
-16512
-16512
-16548
-16524
-16496
-16488
-16468
-16456
-16528
-16584
-16524
-16420
-16448
-16520
-16528
-16584
-16592
-16520
-16524
-16568
-16480
-16424
-16476
-16548
-16556
-16532
-16556
-16572
-16596
-16580
-16564
-16564
-16520
-16440
-16488
-16532
-16564
-16640
-16528
-16404
-16492
-16560
-16588
-16640
-16580
-16500
-16500
-16512
-16488
-16504
-16540
-16528
-16524
-16484
-16468
-16532
-16532
-16552
-16576
-16560
-16588
-16584
-16532
-16512
-16548
-16556
-16556
-16520
-16528
-16532
-16496
-16560
-16608
-16528
-16516
-16584
-16580
-16608
-16624
-16624
-16552
-16516
-16520
-16508
-16484
-16400
-16424
-16528
-16532
-16536
-16556
-16516
-16504
-16528
-16532
-16588
-16596
-16560
-16516
-16508
-16556
-16500
-16456
-16500
-16536
-16560
-16544
-16496
-16540
-16496
-16472
-16572
-16520
-16488
-16468
-16420
-16488
-16492
-16476
-16516
-16488
-16428
-16440
-16492
-16468
-16512
-16580
-16508
-16508
-16468
-16520
-16528
-16520
-16564
-16560
-16556
-16548
-16548
-16488
-16460
-16540
-16556
-16544
-16540
