=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.15 16:52:41 =~=~=~=~=~=~=~=~=~=~=~=,,,
2,-257,-2,0.130771188
4,-262,0,0.620686723
-1,-261,-3,0.144141782
0,-269,-2,0.515765141
-2,-259,-4,0.332546774
0,-259,0,0.450390793
0,-262,0,0.240280126
-3,-258,-3,0.44576079
-3,-261,-3,0.595732464
3,-263,-1,0.830379776
2,-264,-4,0.495358304
0,-267,-4,0.661485834
-2,-264,-4,0.163792324
-3,-258,-3,0.003944984
-1,-261,-3,0.8814085
-2,-254,2,0.53526998
2,-264,-4,0.050457187
4,-255,-2,0.03294516
0,-262,-4,0.703687009
4,-269,-2,0.950212449
0,-267,-4,0.152820075
0,-267,-4,0.033412196
-2,-259,-4,0.539022352
4,-259,-4,0.569886188
1,-273,1,0.125878441
0,-267,-4,0.803166566
2,-269,0,0.756583691
1,-263,-3,0.333599881
0,-269,0,0.307973004
0,-259,-2,0.299392854
-3,-258,-3,0.359458706
0,-269,0,0.138487799
0,-259,-2,0.098249319
-1,-272,-3,0.753780973
-1,-257,-1,0.616460748
4,-259,-2,0.084288846
2,-257,-4,0.263678417
-1,-258,1,0.369583995
2,-257,2,0.121397495
-3,-253,-1,0.841286608
1,-266,-1,0.386866525
-1,-258,1,0.132975281
2,-257,-4,0.571058377
-3,-253,-1,0.049037364
4,-269,-4,0.651779849
2,-264,-2,0.683518691
0,-264,-2,0.98204484
0,-267,-4,0.490752673
4,-259,-2,0.474340192
-1,-261,-3,0.720802265
-4,-259,-4,0.771584918
0,-269,0,0.01405897
4,-269,-4,0.038175759
-2,-269,-4,0.856472515
4,-264,3,0.470538819
3,-258,-1,0.784034382
0,-259,2,0.562521882
4,-259,-2,0.428834789
3,-258,1,0.759438964
3,-257,-1,0.513904717
-2,-259,-4,0.465733147
0,-259,-2,0.734875992
0,-252,-2,0.205921555
0,-269,0,0.264843414
2,-259,0,0.485063179
1,-257,3,0.204318384
3,-261,-1,0.311872426
3,-258,-3,0.206741929
3,-253,3,0.00090014
-2,-254,0,0.641124328
-1,-266,-1,0.655496799
2,-259,-4,0.820554821
2,-268,2,0.794835064
-3,-261,-3,0.398638224
3,-261,-1,0.673202415
0,-269,0,0.894469309
-4,-262,0,0.378930755
0,-252,-2,0.00147235
0,-269,0,0.098115568
0,-269,0,0.930497618
0,-259,-2,0.715999611
2,-264,-4,0.099341125
2,-258,0,0.776312942
-2,-259,-1,0.346531282
-1,-258,-1,0.757536636
4,-269,-2,0.642190967
-4,-259,-2,0.199526137
0,-269,0,0.725012294
2,-262,2,0.729577864
3,-258,-3,0.995548289
1,-263,-1,0.305539423
0,-252,-2,0.934953662
4,-263,-4,0.406454329
2,-257,-4,0.378126791
4,-269,-4,0.532114701
-2,-248,-4,0.027473857
-2,-264,0,0.470100856
0,-267,-4,0.807550538
-1,-258,1,0.042644213
3,-268,-1,0.80635616
-3,-255,-1,0.573454543
-2,-254,2,0.395911057
4,-259,-4,0.31226198
3,-258,-1,0.775080167
-1,-261,-3,0.623627574
3,-271,-3,0.320705497
0,-259,-2,0.873595971
4,-259,-2,0.915261
3,-252,1,0.269406174
-3,-268,-1,0.912540284
2,-262,0,0.974647398
3,-258,-3,0.801785966
2,-264,-2,0.948849883
2,-264,-4,0.914589049
-4,-267,-2,0.7629715
0,-269,0,0.230580768
4,-269,-2,0.018194834
