=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.14 10:51:03 =~=~=~=~=~=~=~=~=~=~=~=





16420
16468
16328
16288
16388
16432
16336
16336
16288
16344
16332
16320
16316
16348
16336
16312
16316
16320
16372
16340
16300
16264
16316
16404
16340
16340
16324
16496
16508
16440
16500
16408
16288
16340
16372
16300
16284
16344
16324
16320
16392
16388
16344
16360
16352
16388
16388
16368
16304
16312
16288
16384
16432
16400
16400
16392
16464
16436
16340
16376
16352
16288
16328
16428
16468
16432
16380
16360
16360
16360
16376
16416
16376
16356
16360
16376
16404
16396
16452
16476
16428
16388
16384
16416
16400
16412
16476
16448
16364
16288
16288
16308
16368
16372
16420
16356
16308
16360
16340
16336
16384
16456
16416
16300
16288
16348
16400
16352
16372
16424
16396
16396
16448
16432
16352
16360
16376
16348
16316
16304
16276
16312
16400
16336
16288
16356
16292
16256
16388
16456
16420
16440
16440
16416
16316
16300
16328
16340
16400
16480
16492
16456
16424
16392
16412
16436
16444
16376
16332
16392
16412
16404
16376
16376
16376
16440
16484
16420
16348
16412
16456
16344
16316
16400
16428
16424
16444
16428
16448
16440
16348
16388
16404
16328
16324
16324
16320
16364
16384
16348
16368
16408
16384
16368
16380
16356
16356
16388
16424
16420
16384
16384
16388
16380
16368
16380
16380
16444
16424
16344
16316
16288
16324
16420
16412
16392
16388
16460
16416
16376
16448
16416
16376
16324
16324
16388
16456
16456
16424
16396
16348
16332
16428
16412
16344
16368
16344
16384
16412
16292
16308
16440
16484
16400
16364
16444
16408
16336
16388
16388
16432
16456
16416
16364
16384
16380
16384
16448
16424
16372
16380
16452
16464
16336
16388
16472
16412
16396
16464
16460
16460
16392
16384
16404
16372
16356
16376
16316
16284
16384
16428
16380
16412
16420
16428
16468
16416
16360
16392
16376
16344
16344
16368
16376
16368
16320
16300
16328
16408
16416
16356
16324
16340
16388
16352
16328
16320
16268
16284
16440
16464
16360
16360
16372
16420
16412
16456
16488
16456
16412
16312
16292
16360
16412
16400
16352
16344
16456
16456
16396
16372
16356
16420
16420
16404
16376
16432
16440
16448
16544
16488
16432
16456
16464
16396
16296
16324
16384
16440
16372
16400
16500
16440
16380
16380
16384
16412
16476
16500
16476
16480
16508
16456
16436
16424
16364
16412
16416
16436
16456
16420
16440
16468
16412
16428
16416
16416
16356
16364
16336
16404
16384
16332
16408
16428
16456
16428
16416
16484
16476
16456
16488
16468
16440
16396
16392
16424
16424
16412
16424
16408
16404
16364
16336
16324
16336
16412
16412
16316
16312
16352
16376
16396
16444
16392
16324
16432
16440
16440
16344
16252
16280
16428
16452
16348
16304
16304
16292
16380
16436
16400
16420
16408
16400
16360
16320
16360
16376
16404
16420
16420
16364
16344
16360
16396
16444
16400
16396
16440
16396
16376
16356
16388
16408
16424
16468
16420
16408
16468
16472
16432
16432
16428
16428
16428
16388
16364
16436
16456
16440
16432
16420
16408
16344
16396
16416
16388
16452
16444
16420
16344
16368
16368
16408
16352
16376
16408
16400
16356
16352
16420
16472
16448
16380
16316
16368
16404
16400
16448
16400
16344
16300
16360
16360
16472
16436
16388
16376
16392
16356
16320
16356
16340
16324
16404
16420
16364
16452
16440
16340
16372
16412
16396
