=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.15 16:48:07 =~=~=~=~=~=~=~=~=~=~=~=,,
2,132,4
-3,143,1
2,122,0
-4,134,0
1,137,1
-4,134,0
-2,132,2
-2,134,-2
2,140,4
1,131,3
-4,134,0
-4,134,-2
-4,134,0
-2,132,2
-2,129,2
1,146,-1
0,132,0
-4,134,0
-4,132,-1
-4,134,0
0,140,2
-4,134,0
1,138,1
2,134,4
-1,136,0
1,146,1
2,132,-2
1,136,1
-2,129,2
-2,134,2
-3,136,-1
-1,136,-1
1,138,1
-4,134,0
-3,136,-1
-2,127,-2
-4,127,-2
-1,141,-3
-1,133,-3
2,134,4
0,134,4
1,146,1
2,134,4
0,140,2
-3,134,3
-2,132,2
-3,138,1
-3,136,3
0,140,2
-2,132,2
2,132,2
1,136,1
-4,134,0
-1,141,-1
-3,131,3
-4,140,2
-2,140,0
1,136,1
-4,134,0
-3,123,3
2,132,4
-4,134,0
-2,132,2
2,140,4
2,137,0
-3,133,1
-3,133,3
-1,141,-3
1,136,-1
-2,132,2
4,129,2
-4,134,0
1,146,1
-3,128,-3
1,136,-1
0,140,2
-2,134,0
-4,132,2
1,141,1
-2,132,2
-2,132,2
-4,134,0
-4,134,0
-4,134,0
-2,132,2
-4,134,2
-4,134,0
-4,140,0
1,136,-1
-2,134,2
-3,136,3
-2,140,0
-4,134,0
4,145,2
-2,142,0
1,146,1
-2,142,0
-1,136,3
-2,132,2
-4,142,2
-2,132,2
3,141,1
-1,141,3
-4,134,0
-4,140,2
1,143,1
-4,134,0
1,136,-1
1,136,1
-2,132,2
0,140,2
1,136,-1
1,136,1
-4,134,0
-4,134,0
0,137,0
0,137,4
-3,126,-3
-2,132,4
-2,132,2
-1,141,-1
2,134,4
-4,134,0
-2,132,2
-4,134,0
-4,140,2
2,132,4
-2,129,4
-3,136,-1
-4,134,0
-4,134,3
-2,132,2
-3,143,2
0,140,2
1,128,3
-1,131,-1
0,137,4
-4,134,0
-4,134,0
1,131,3
-4,134,0
-4,132,-2
1,138,1
-2,134,-2
2,132,2
-2,134,-2
1,136,1
-1,143,1
2,137,2
2,134,2
1,136,-1
-2,136,2
2,143,4
-2,137,2
-2,127,-2
3,128,1
-2,132,2
-2,132,2
-2,132,2
-2,132,2
-4,137,0
0,122,-2
-1,138,1
-2,127,2
1,136,-1
-2,132,2
-4,134,0
-4,134,0
-3,136,1
-4,127,-2
-3,141,1
-4,134,0
-2,132,2
-1,131,-1
-3,126,-3
-4,140,2
-3,126,-3
-4,142,2
-1,142,3
2,134,4
2,140,4
-3,133,3
-4,134,0
1,136,-1
-4,134,0
0,140,2
-4,134,0
-2,132,2
3,131,-1
