=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.16 18:48:30 =~=~=~=~=~=~=~=~=~=~=~=,,,
537,-736,-1872,
319,-661,-1805,
362,-544,-1639,
400,-514,-1573,
367,-439,-1482,
279,-395,-1340,
262,-408,-1268,
274,-479,-1194,
215,-528,-1082,
251,-601,-960,
174,-566,-780,
124,-626,-640,
201,-621,-250,
193,-735,303,
185,-989,746,
189,-1246,1485,
245,-1772,1916,
232,-2179,2448,
191,-2875,2810,
82,-3648,2979,
156,-4193,3073,
196,-4937,3128,
299,-5530,3052,
448,-5841,2947,
549,-6187,2869,
691,-6388,2835,
767,-6701,2588,
857,-7058,2454,
817,-7325,2090,
760,-7717,1684,
642,-8141,1427,
567,-8485,1016,
554,-8898,682,
606,-9234,464,
707,-9363,189,
843,-9481,38,
1070,-9488,-210,
1138,-9285,-389,
1261,-9009,-603,
1444,-8761,-721,
1634,-8588,-699,
2425,-8333,-659,
1816,-7606,-658,
1985,-6774,-573,
2197,-6251,-379,
2340,-5866,-292,
2524,-5271,-246,
2657,-4572,-281,
2779,-4033,-259,
2893,-3289,-285,
3109,-2525,-239,
3333,-2068,-116,
3500,-1311,5,
3538,-572,94,
3543,-121,287,
3539,353,433,
3843,388,717,
3966,261,947,
3531,393,1135,
3527,248,1066,
2771,229,1030,
2579,499,862,
2812,480,931,
2876,313,1010,
2927,369,1129,
3121,541,1307,
3352,668,1445,
3403,644,1822,
3578,696,1996,
3971,635,2179,
3726,535,2679,
2835,209,2726,
3297,219,2683,
3993,-265,2642,
3679,-484,2930,
2671,-790,3025,
1959,-1028,2810,
2456,-1057,2480,
2741,-1175,2247,
3054,-1320,2103,
3207,-1389,1786,
2774,-2277,1404,
1953,-2702,1564,
558,-3158,972,
-2936,-5792,-93,
-6294,-6132,-168,
-1970,-5736,-895,
-742,-5286,-938,
-371,-4493,-894,
206,-3899,-802,
547,-3046,-666,
994,-2468,-550,
1046,-2324,-408,
811,-2423,-322,
450,-2748,-310,
256,-3044,-326,
575,-3937,-499,
183,-4496,-577,
-517,-4291,-576,
-455,-4358,-627,
-269,-4758,-600,
-768,-4941,-531,
-995,-5045,-588,
-1053,-4949,-607,
-909,-4842,-675,
-806,-4724,-825,
-706,-4827,-931,
-657,-4876,-1054,
-610,-5034,-1130,
-548,-5031,-1181,
-393,-4992,-1235,
-273,-4765,-1251,
-174,-4344,-1277,
117,-3868,-1263,
347,-3507,-1246,
530,-2909,-1213,
718,-2364,-1175,
897,-2041,-1117,
919,-1617,-1092,
956,-1275,-1102,
945,-1084,-1079,
907,-1019,-1044,
800,-1172,-1059,
676,-1305,-995,
585,-1570,-1052,
416,-1864,-1102,
226,-2018,-1159,
119,-2327,-1242,
-9,-2640,-1341,
-157,-2860,-1369,
-301,-3105,-1367,
-394,-3368,-1420,
-455,-3685,-1371,
-576,-3851,-1368,
-632,-4083,-1384,
-675,-4087,-1366,
-599,-3899,-1294,
-575,-3681,-1233,
-535,-3356,-1156,
-503,-2977,-1080,
-367,-2665,-953,
-350,-2508,-873,
-285,-2376,-884,
41,-3010,-969,
1593,-3085,-923,
1734,-3127,-1053,
1393,-3060,-1113,
957,-3219,-1160,
624,-3181,-1088,
-77,-2940,-1085,
-566,-3525,-1131,
-84,-3606,-1161,
-3,-3317,-1170,
195,-3122,-1109,
208,-3095,-833,
282,-3461,-567,
-75,-4141,-226,
-371,-5688,-143,
-722,-7707,-207,
-763,-9917,-531,
-880,-13342,-912,
-969,-15987,-1211,
-906,-17347,-1686,
-376,-19249,-2161,
59,-20342,-2424,
744,-20482,-2539,
1164,-20250,-2550,
1502,-19987,-2386,
1508,-19637,-2247,
1558,-19272,-2032,
1714,-18981,-1976,
1601,-18584,-1950,
1566,-18092,-2053,
1416,-16534,-1925,
901,-14639,-2021,
660,-12326,-1877,
698,-10729,-1561,
547,-9466,-1390,
583,-8723,-1126,
705,-8059,-943,
618,-7707,-849,
440,-7752,-808,
397,-8160,-801,
409,-8691,-845,
296,-9147,-1024,
189,-9901,-1278,
163,-10634,-1386,
123,-11045,-1604,
89,-11324,-1838,
142,-11333,-1957,
203,-11207,-1999,
348,-10931,-2005,
382,-10561,-1973,
511,-10231,-1922,
594,-10003,-1859,
640,-9663,-1849,
684,-9410,-1874,
701,-9172,-1884,
781,-9109,-1846,
775,-8957,-1926,
845,-8731,-1893,
1027,-8569,-1817,
1152,-8235,-1750,
1332,-7817,-1675,
1378,-7401,-1552,
1473,-6715,-1432,
1496,-5910,-1355,
1466,-5108,-1214,
1413,-4783,-1018,
1395,-4600,-749,
1430,-4873,-648,
1612,-5228,-549,
1674,-5741,-537,
1715,-6170,-537,
1746,-6334,-619,
1787,-6477,-668,
1807,-6433,-728,
1769,-6392,-780,
1740,-6199,-818,
1665,-5962,-851,
1620,-5794,-923,
1597,-5562,-947,
1483,-5467,-1021,
1411,-5448,-1129,
1395,-5497,-1193,
1415,-5541,-1381,
1503,-5540,-1458,
1545,-5528,-1552,
1493,-5451,-1641,
1432,-5380,-1687,
1328,-5217,-1708,
1190,-5059,-1740,
1126,-4829,-1684,
1040,-4656,-1593,
877,-4751,-1398,
757,-4953,-1179,
775,-5513,-1138,
798,-6218,-1166,
782,-6695,-1228,
794,-7328,-1293,
832,-7841,-1341,
782,-8074,-1367,
811,-8252,-1410,
757,-8318,-1445,
722,-8319,-1400,
675,-8178,-1317,
641,-7974,-1309,
638,-7887,-1323,
611,-7688,-1277,
519,-7615,-1232,
466,-7713,-1294,
409,-8006,-1322,
319,-8515,-1384,
298,-8863,-1553,
300,-9463,-1687,
239,-9936,-1747,
301,-10125,-1804,
236,-10193,-1828,
229,-10166,-1829,
187,-9945,-1785,
169,-9797,-1723,
92,-9430,-1628,
47,-9085,-1564,
41,-9012,-1392,
35,-9063,-1274,
34,-9138,-1128,
58,-9313,-1035,
75,-9432,-972,
-26,-9360,-906,
-31,-9088,-824,
-38,-8736,-751,
-10,-8418,-594,
11,-7939,-506,
81,-7627,-414,
74,-7319,-270,
95,-6998,-201,
94,-6921,-102,
34,-6760,-84,
36,-6674,0,
12,-6648,-55,
-55,-6673,-107,
-86,-6887,-202,
87,-7358,-285,
248,-7773,-434,
439,-8476,-484,
531,-8862,-681,
528,-9428,-921,
729,-9632,-1055,
701,-9671,-1247,
706,-9542,-1381,
770,-9299,-1433,
802,-9135,-1415,
673,-8812,-1333,
510,-8472,-1227,
471,-8330,-1042,
398,-7989,-867,
180,-7447,-825,
-29,-7103,-626,
-29,-6649,-521,
31,-6191,-457,
139,-5932,-403,
135,-5404,-287,
43,-5209,-292,
156,-4973,-257,
380,-4792,-240,
368,-4768,-231,
382,-5024,-254,
392,-5429,-285,
449,-5609,-314,
556,-5678,-396,
672,-5913,-491,
547,-6059,-567,
604,-6168,-543,
734,-6026,-569,
720,-5666,-543,
580,-5352,-517,
471,-5218,-426,
473,-4965,-334,
402,-4997,-259,
312,-5172,-157,
267,-5590,-90,
483,-6145,-132,
664,-6424,-120,
699,-6701,-135,
638,-6722,-189,
691,-6586,-134,
800,-6306,-97,
862,-6069,56,
925,-5768,136,
879,-5634,322,
947,-5539,417,
1097,-5690,482,
1040,-5789,631,
885,-5645,664,
542,-5344,742,
356,-4825,743,
203,-4616,807,
289,-4522,857,
254,-4330,862,
207,-4236,992,
203,-4179,1077,
471,-4107,1136,
505,-4013,1188,
597,-3934,1241,
702,-3919,1252,
673,-3707,1265,
575,-3434,1198,
646,-3242,1209,
625,-3130,1172,
570,-3216,1206,
542,-3333,1181,
582,-3522,1113,
625,-3701,1061,
670,-3726,983,
648,-3702,930,
693,-3611,817,
727,-3342,821,
583,-3380,817,
390,-3481,760,
225,-3698,750,
188,-3867,694,
257,-4237,666,
447,-4465,637,
535,-4995,554,
628,-5621,518,
618,-5992,509,
584,-6531,483,
620,-6843,373,
606,-7139,327,
729,-7369,337,
653,-7766,374,
-12,-7895,414,
254,-7890,297,
151,-7973,334,
41,-7999,400,
191,-8035,450,
439,-8082,469,
646,-8318,567,
935,-8605,566,
1198,-8764,575,
1298,-9093,547,
1232,-9605,601,
758,-9849,644,
750,-10095,575,
1288,-10078,526,
1691,-10029,555,
2031,-10010,614,
1885,-10064,745,
1616,-10130,854,
1163,-10324,814,
907,-10556,767,
904,-10770,563,
832,-11215,397,
1039,-11658,158,
1129,-12221,148,
1224,-12470,69,
1489,-12574,-280,
1570,-10755,78,
1529,-9711,7,
1038,-9771,129,
863,-9192,289,
434,-8629,281,
376,-8186,246,
158,-8284,265,
-9,-8413,288,
-19,-8974,255,
170,-9469,245,
255,-10109,184,
349,-10982,154,
478,-11641,49,
464,-12803,12,
325,-13216,164,
687,-13308,374,
1112,-13498,552,
1095,-13843,696,
1196,-14484,842,
1491,-15570,875,
1771,-16627,751,
1606,-17819,755,
1665,-18474,727,
2091,-18644,654,
2297,-18569,587,
2488,-18352,512,
2612,-18078,538,
2727,-17742,671,
2925,-16506,833,
3020,-15639,1042,
2857,-14793,1167,
2761,-14292,1299,
2792,-13590,1353,
3182,-13327,1409,
3207,-12786,1479,
3131,-12082,1513,
3138,-11674,1455,
3391,-11066,1455,
3498,-10560,1451,
3616,-9959,1432,
3604,-9465,1409,
3554,-8764,1378,
3561,-8356,1333,
3308,-8098,1364,
3159,-8014,1414,
2986,-8294,1445,
2823,-8664,1340,
2817,-9356,1316,
2785,-10374,1205,
2768,-11109,951,
2617,-12060,658,
2475,-12788,457,
2460,-13155,302,
2245,-13377,258,
2083,-13360,251,
1655,-13069,350,
1414,-12783,425,
1284,-12693,545,
1174,-12838,793,
1060,-13114,920,
1007,-13346,975,
1037,-13348,1008,
1124,-13214,1002,
1257,-13105,1035,
1390,-12933,1034,
1425,-12768,1151,
1316,-12409,1172,
1326,-12013,1271,
1257,-11548,1289,
1112,-11192,1349,
1000,-10729,1316,
1052,-10985,1255,
1169,-11276,1240,
1188,-11246,1170,
954,-10715,1199,
1020,-10030,1190,
847,-9556,1179,
-26,-8908,1019,
-147,-8549,1008,
1,-8406,1077,
91,-8073,1146,
222,-8038,1194,
344,-8207,1300,
501,-8810,1327,
766,-9201,1456,
840,-9791,1356,
1122,-10192,1293,
1826,-10026,1295,
1656,-9707,1267,
1392,-9266,1132,
1204,-8972,1121,
1547,-8675,1240,
1573,-8325,1234,
1949,-7985,1275,
2275,-7714,1364,
2187,-7212,1348,
2099,-6760,1350,
2123,-6554,1325,
2359,-6286,1319,
3204,-5847,1396,
3011,-5228,1509,
2406,-4301,1438,
1536,-3347,1354,
784,-2727,1271,
526,-1784,1206,
135,-944,1074,
-162,-479,911,
-277,87,810,
-459,267,810,
-481,332,795,
-486,325,730,
-434,282,705,
-441,225,618,
-530,172,611,
-674,-223,608,
-212,-904,665,
-143,-877,629,
-632,-866,490,
-1287,-1492,465,
-1035,-1907,478,
-1070,-2453,480,
-1487,-3160,386,
-1689,-3506,305,
-1731,-4140,191,
-1872,-4539,156,
-1983,-4873,42,
-1917,-5033,3,
-1934,-5216,-59,
-1945,-5282,-127,
-1902,-5452,-192,
-1844,-5542,-202,
-1940,-5475,-154,
-2137,-5526,-214,
-2168,-5509,-172,
-2290,-5498,-153,
-2451,-5398,-139,
-2575,-5221,-174,
-2637,-4968,-164,
-2794,-4652,-211,
-2840,-4477,-215,
-2872,-4110,-265,
-2762,-3786,-292,
-2684,-3359,-305,
-2604,-3198,-365,
-2537,-3094,-316,
-2473,-3349,-231,
-2395,-4162,-44,
-1930,-4849,111,
-1995,-5433,275,
-2925,-5642,291,
-4829,-5161,802,
-7855,-4359,466,
-9368,-3714,-169,
-7401,-3995,-80,
-6481,-4098,331,
-6452,-4234,250,
-6454,-4414,232,
-6310,-4718,310,
-5905,-5000,333,
-5653,-5166,288,
-5478,-5321,283,
-5344,-5722,288,
-4924,-5711,367,
-4901,-5584,357,
-4936,-5645,348,
-4698,-5727,360,
-4555,-6126,500,
-4688,-7059,655,
-4943,-8203,893,
-4806,-10144,984,
-4337,-12012,999,
-4281,-13354,985,
-3743,-14124,833,
-3345,-14350,826,
-3607,-14218,802,
-3649,-14190,770,
-3706,-13505,872,
-3775,-12942,926,
-3671,-12323,916,
-3559,-12114,877,
-3413,-11580,820,
-3210,-11105,689,
-2725,-10380,586,
-2479,-9962,416,
-2290,-9315,241,
-2205,-8655,220,
-2000,-8224,181,
-1957,-7681,175,
-1819,-7357,151,
-1710,-7148,188,
-1714,-6965,125,
-1644,-6941,13,
-1531,-6951,-78,
-1523,-6941,-185,
-1429,-6828,-297,
-1477,-6543,-415,
-1559,-6292,-545,
-1538,-5934,-666,
-1595,-5526,-730,
-1592,-5345,-792,
-1643,-5081,-802,
-1751,-5031,-868,
-1748,-4924,-927,
-1858,-4895,-1000,
-1901,-4880,-1075,
-1876,-4951,-1109,
-1845,-4906,-1146,
-1905,-4752,-1184,
-1843,-4607,-1245,
-1632,-4439,-1186,
-1455,-4292,-1139,
-1348,-4329,-1077,
-1208,-4593,-848,
-1111,-5290,-737,
-785,-6303,-641,
-482,-7095,-503,
-225,-8266,-498,
-10,-9021,-507,
270,-9368,-440,
547,-9591,-401,
930,-9316,-358,
1185,-8962,-270,
1326,-8361,-152,
1647,-7849,-28,
1967,-7442,-24,
2261,-7247,37,
2682,-7024,59,
2823,-6787,3,
2839,-6561,-27,
3079,-6497,-149,
3213,-6208,-171,
3237,-5986,-275,
3332,-5807,-272,
3331,-5720,-322,
3263,-5628,-314,
3102,-5472,-223,
2884,-5396,-190,
2644,-5431,-126,
2556,-5600,-108,
2370,-5723,-167,
2119,-6170,-131,
1947,-6345,-195,
1946,-6239,-185,
1880,-6196,-278,
1918,-6345,-333,
1929,-6647,-268,
1906,-6774,-257,
1805,-6961,-224,
1734,-7081,-260,
1724,-7080,-292,
1816,-6934,-349,
1863,-6826,-367,
2092,-6585,-391,
2130,-6245,-407,
2008,-5701,-449,
1998,-5334,-469,
2121,-5149,-567,
2242,-4822,-590,
2306,-4557,-590,
2442,-4437,-614,
2614,-4102,-629,
2710,-3561,-667,
2820,-3118,-713,
2849,-2450,-830,
3094,-1899,-791,
3326,-1609,-846,
3439,-1272,-778,
3485,-1457,-671,
3649,-2053,-416,
3761,-3514,-100,
3808,-5279,13,
4050,-6556,47,
4376,-8303,56,
4663,-9163,-5,
4911,-9949,53,
5077,-10144,139,
5082,-10094,348,
4946,-9947,594,
4765,-9647,692,
4632,-9524,905,
4307,-9062,982,
4077,-8762,1041,
4085,-8645,1021,
3810,-8486,1023,
3479,-8286,1050,
3214,-8171,942,
3145,-8318,973,
3022,-8247,944,
2845,-8130,925,
2645,-7813,928,
2293,-7612,982,
2096,-7585,985,
1950,-7464,1053,
1653,-7453,1110,
1420,-7320,1099,
1205,-7558,1103,
1037,-7818,1173,
1036,-8247,1108,
1006,-8633,1063,
1004,-8889,1000,
1063,-9242,896,
982,-9390,868,
954,-9426,812,
1042,-9360,778,
1147,-9030,771,
1134,-8610,715,
919,-8183,720,
629,-7963,685,
504,-7764,648,
645,-7507,487,
684,-7016,341,
740,-6417,198,
750,-5982,-80,
869,-5484,-205,
817,-4946,-436,
780,-4293,-678,
933,-3647,-785,
836,-3266,-791,
712,-3172,-760,
644,-3400,-736,
614,-3541,-615,
554,-3961,-492,
246,-4692,-396,
-115,-5370,-385,
52,-6992,-324,
747,-8581,-205,
1364,-10292,147,
2218,-10280,364,
1747,-9455,440,
945,-7800,441,
-27,-6442,506,
-650,-5892,698,
-687,-5735,883,
-590,-6161,1315,
-486,-7110,1681,
-471,-7939,1821,
-537,-8468,1927,
-737,-9306,2024,
-857,-9538,2040,
-879,-9557,1991,
-956,-9256,1949,
-1099,-8753,1984,
-1360,-8309,1975,
-1583,-8055,2004,
-1561,-7954,1965,
-1481,-7745,1918,
-1337,-7470,1838,
-1276,-7269,1681,
-1249,-7008,1534,
-1128,-6890,1434,
-869,-6933,1329,
-506,-7394,1222,
-90,-8592,1203,
104,-9468,1563,
-458,-9816,2034,
-890,-9858,2071,
-1893,-9240,1832,
-4007,-7472,1158,
-3185,-6282,739,
-136,-5454,521,
1547,-4866,259,
1634,-4308,14,
1724,-4356,-134,
2053,-4860,-109,
2724,-5453,-75,
3086,-5780,-126,
3088,-5979,-211,
2930,-5894,-235,
2672,-5682,-202,
2516,-5476,-104,
2305,-5535,-8,
2216,-5728,156,
2143,-6239,342,
2068,-6915,414,
2091,-7360,528,
2148,-7973,555,
2238,-8425,570,
2347,-8570,562,
2294,-8590,556,
2356,-8511,639,
2026,-8288,637,
1299,-8113,666,
814,-8053,693,
743,-8062,719,
536,-8191,678,
575,-8342,788,
301,-8657,853,
-20,-8936,815,
-244,-9086,798,
-252,-9045,853,
-239,-8868,759,
-500,-8486,690,
-674,-8212,574,
-663,-7630,491,
-572,-7094,407,
-606,-6715,348,
-640,-6214,278,
-836,-5597,253,
-1055,-5187,142,
-1161,-4505,80,
-1204,-3682,-219,
-1076,-3101,-481,
-888,-2137,-758,
-656,-1187,-936,
-510,-593,-1234,
-410,310,-1498,
-209,1008,-1673,
-115,1334,-1773,
-59,1556,-1716,
-82,1280,-1608,
-153,1003,-1392,
-98,428,-1190,
62,-182,-1102,
194,-673,-896,
303,-1326,-716,
431,-1734,-442,
362,-2161,-276,
278,-2510,-48,
215,-2722,162,
164,-2999,362,
97,-3203,630,
55,-3489,738,
-216,-3693,948,
-299,-4041,1156,
-475,-4448,1252,
-592,-4732,1365,
-614,-5093,1468,
-673,-5417,1487,
-810,-5631,1527,
-844,-5876,1482,
-922,-6041,1495,
-1026,-6103,1465,
-1027,-6078,1387,
-1053,-5971,1341,
-1122,-5802,1242,
-1140,-5726,1135,
-1148,-5500,995,
-1204,-5201,959,
-1309,-4984,891,
-1377,-4650,857,
-1480,-4398,863,
-1645,-4220,873,
-1677,-3982,915,
-1813,-3803,907,
-1922,-3733,945,
-2001,-3707,1023,
-2040,-3817,1030,
-2107,-3837,1096,
-2285,-3934,1125,
-2383,-3934,1138,
-2508,-3681,1101,
-2433,-3370,959,
-2298,-3219,938,
-2220,-3059,939,
-2028,-2823,870,
-1813,-2777,747,
-1787,-2666,718,
-1621,-3563,544,
-2448,-5430,661,
-3821,-8021,893,
-5206,-9848,1215,
-7338,-10779,1526,
-8263,-9404,2079,
-6677,-6978,2264,
-4307,-6385,1986,
-3333,-6016,1792,
-3672,-5848,1788,
-4540,-6355,1724,
-3852,-6758,1671,
-2994,-7063,2009,
-3615,-7244,1837,
-4072,-7107,1714,
-3667,-7035,1650,
-3134,-6746,1656,
-3226,-6770,1676,
-3752,-6720,1812,
-4305,-6815,1788,
-4522,-7282,1726,
-5119,-8115,1811,
-6244,-9244,2091,
-7094,-8958,2398,
-6444,-7926,2441,
-4500,-7674,2323,
-3589,-7531,2207,
-3612,-7639,2110,
-3904,-7659,2128,
-4413,-7670,2147,
-4768,-7519,2168,
-4721,-7283,2150,
-4503,-6873,1985,
-4169,-6470,1951,
-3771,-6220,1814,
-3378,-5707,1788,
-3252,-4919,1648,
-3035,-3911,1522,
-2855,-3169,1301,
-2776,-1972,961,
-2575,-839,746,
-2315,-307,432,
-2337,561,203,
-2458,1368,85,
-2432,1966,-157,
-2188,2816,-441,
-1618,3451,-559,
-1227,3647,-712,
-1030,3760,-806,
-886,3661,-943,
-586,3652,-1074,
-322,3614,-1289,
224,3571,-1375,
603,3410,-1514,
808,2978,-1486,
1030,1968,-1301,
1136,1051,-1034,
1198,-349,-905,
1196,-1326,-681,
1106,-2601,-413,
876,-3683,-267,
284,-4112,3,
-181,-4506,281,
-986,-4695,516,
-1795,-4760,765,
-2276,-4882,897,
-2902,-5063,1103,
-3165,-5299,1244,
-3295,-5586,1393,
-3319,-5950,1419,
-3250,-6156,1561,
-3129,-6337,1683,
-3053,-6643,1763,
-2815,-6942,1780,
-2577,-7062,1788,
-2491,-7028,1762,
-2420,-6877,1764,
-2429,-6642,1766,
-2504,-6422,1802,
-2549,-6093,1821,
-2639,-5684,1756,
-2740,-5195,1795,
-2850,-4883,1766,
-2936,-4265,1676,
-3042,-3357,1556,
-3156,-2494,1344,
-3124,-1976,1126,
-2992,-1408,864,
-2712,-998,679,
-2385,-830,450,
-2208,-751,312,
-1987,-962,269,
-1969,-1189,263,
-1900,-1694,221,
-1771,-2054,201,
-1550,-2214,144,
-1381,-2243,36,
-1248,-2170,21,
-1135,-2147,66,
-1183,-2257,222,
-1278,-2589,408,
-1267,-2947,590,
-1175,-3541,679,
-993,-4083,755,
-857,-4367,833,
-848,-4588,928,
-861,-4780,1034,
-967,-4974,1342,
-1060,-5470,1516,
-1132,-6180,1865,
-1186,-6670,2167,
-1193,-7369,2484,
-1102,-7902,2673,
-1050,-8219,2852,
-1024,-8279,2988,
-1031,-8249,3098,
-935,-8269,3170,
-886,-8195,3224,
-826,-8053,3323,
-743,-7894,3322,
-659,-7757,3339,
-556,-7596,3235,
-415,-7389,3267,
-204,-7227,3187,
-37,-7094,3106,
165,-6966,3014,
438,-6926,2823,
587,-6862,2669,
752,-6801,2583,
