=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.16 18:34:35 =~=~=~=~=~=~=~=~=~=~=~=,,
-71,26,31
-61,47,-19
-56,11,16
-75,34,23
-65,30,4
-64,62,12
-101,4,8
-61,48,-6
-84,21,9
-81,24,1
-100,11,-10
-72,24,3
-88,24,4
-57,34,20
-60,37,13
-37,13,-22
-83,39,-6
-72,46,-15
-61,37,-7
-55,6,-24
-62,-10,-19
-79,23,8
-43,-29,-8
-74,5,14
-87,60,11
-55,4,28
-83,7,-7
-69,40,24
-69,30,-14
-96,5,18
-119,3,1
-63,26,7
-36,45,29
-37,18,26
-55,26,2
-45,16,-26
-68,33,-12
-78,9,11
-76,9,-12
-41,2,-14
-68,30,-3
-81,12,4
-90,19,2
-73,14,29
-74,-16,4
-133,-10,18
-111,35,31
-63,7,-1
-49,11,-4
-66,27,-5
-54,30,-12
-64,16,18
-39,2,-2
-55,71,11
-89,42,40
-55,24,22
-50,31,-50
-45,18,-33
-55,11,-5
-41,16,-1
-32,16,27
-100,32,2
-114,5,18
-60,46,16
-115,41,-8
-53,-7,-15
-38,2,-17
-76,-2,-11
-92,23,-22
-64,37,5
-41,16,1
-48,-2,-2
-35,9,-22
-68,26,4
-93,1,11
-63,26,11
-96,8,-9
-49,21,-8
-73,49,4
-74,2,52
-60,12,-2
-83,40,11
-76,45,11
-75,9,11
-88,22,14
-69,28,15
-69,16,5
-66,35,11
-62,28,2
-75,5,-8
-74,18,12
-89,46,18
-76,52,-8
-82,7,-4
-56,35,-26
-52,0,-23
-39,30,19
-64,16,38
-69,25,21
-86,33,40
-72,38,-3
-53,58,37
-66,-5,-20
-79,55,11
-91,52,-11
-63,47,-6
-38,26,12
-41,12,-36
-44,57,-21
-28,40,-7
-27,33,-6
-68,30,0
-44,30,51
-55,12,35
-48,-6,10
-61,51,-8
-62,2,3
-49,3,4
-69,10,2
-79,-13,8
-80,39,4
-61,29,71
-72,-17,-9
-49,1,24
