=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.16 18:32:11 =~=~=~=~=~=~=~=~=~=~=~=,,
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,-100
-150,-59,-17
-63,23,42
-56,19,-13
-68,30,-1
-36,22,-5
-78,30,-2
-59,12,-3
1,30,-6
-46,6,12
-105,23,-12
-130,33,-3
-47,12,16
-76,17,3
-78,19,-10
-88,36,-12
-81,18,-27
-56,-5,-14
-104,21,18
-60,75,7
-100,14,-5
-140,-8,-28
-52,47,0
-53,40,7
-48,39,-2
-72,35,-14
-79,11,6
-34,22,-16
-73,27,-31
-73,-5,-48
-84,18,-31
-35,0,-5
-93,21,-5
-44,16,15
-81,67,-4
-110,29,13
-95,19,-14
-64,15,28
-96,26,-12
-34,9,4
-57,31,3
-48,20,0
-64,-15,-18
-86,9,-34
-53,8,-31
-53,-6,-40
-67,-14,-55
-65,23,11
-50,17,-26
-48,37,4
-74,13,11
-65,59,29
-33,-5,7
-15,9,11
-49,25,0
-68,28,-10
-53,34,-20
-62,37,-5
-50,-15,33
-64,-11,14
-60,5,30
-61,24,-5
-50,35,-29
-112,-8,-27
-67,11,-15
-79,27,-3
-74,4,28
-45,-31,-14
-67,15,-17
-37,23,-5
-75,49,-11
-79,11,9
-53,7,-1
-67,9,13
-67,22,1
-67,25,-14
-48,28,-1
-11,16,-17
-17,5,-8
-69,2,33
-47,2,7
-38,10,-20
-74,23,-22
-26,36,-19
-93,17,-22
-48,1,-42
-55,49,-10
-115,37,13
-84,40,14
-66,-21,-48
-28,48,-18
-72,32,-20
-69,26,3
-90,18,17
-94,-1,-8
-61,6,-3
-81,35,-4
-76,11,-18
-66,35,5
-93,28,-26
-65,0,-10
-63,-17,-43
-76,28,-26
-73,21,5
-56,28,-5
-74,-8,-12
-61,53,6
-79,34,-29
-33,34,-5
-60,18,-26
-31,5,-45
-79,20,-6
-80,37,-22
-40,32,-2
-38,24,12
-55,4,9
-57,48,-11
-19,48,3
-37,23,48
