=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.14 10:54:29 =~=~=~=~=~=~=~=~=~=~=~=




-16448
-16440
-16556
-16560
-16536
-16492
-16452
-16548
-16632
-16600
-16508
-16396
-16448
-16476
-16392
-16412
-16512
-16516
-16376
-16324
-16416
-16468
-16456
-16432
-16472
-16400
-16360
-16480
-16492
-16508
-16484
-16444
-16492
-16452
-16408
-16496
-16548
-16544
-16516
-16488
-16508
-16556
-16556
-16512
-16480
-16572
-16508
-16392
-16432
-16448
-16460
-16472
-16500
-16500
-16424
-16404
-16488
-16488
-16388
-16408
-16524
-16512
-16396
-16396
-16400
-16400
-16472
-16524
-16492
-16464
-16432
-16440
-16512
-16512
-16436
-16416
-16460
-16540
-16520
-16528
-16548
-16488
-16528
-16528
-16484
-16476
-16476
-16456
-16488
-16560
-16560
-16584
-16516
-16484
-16484
-16480
-16488
-16484
-16484
-16488
-16464
-16408
-16432
-16468
-16476
-16500
-16508
-16536
-16552
-16504
-16440
-16432
-16484
-16548
-16492
-16420
-16524
-16556
-16520
-16508
-16444
-16432
-16464
-16484
-16528
-16504
-16452
-16492
-16524
-16528
-16468
-16364
-16368
-16464
-16496
-16516
-16440
-16460
-16640
-16640
-16532
-16436
-16544
-16576
-16516
-16544
-16628
-16616
-16564
-16596
-16544
-16436
-16460
-16524
-16544
-16496
-16492
-16512
-16448
-16472
-16476
-16428
-16508
-16520
-16440
-16460
-16476
-16420
-16408
-16456
-16492
-16476
-16516
-16572
-16540
-16436
-16408
-16456
-16516
-16580
-16564
-16552
-16488
-16484
-16556
-16556
-16500
-16500
-16484
-16508
-16504
-16568
-16572
-16548
-16516
-16516
-16520
-16524
-16556
-16476
-16416
-16476
-16552
-16480
-16484
-16596
-16568
-16536
-16484
-16440
-16456
-16464
-16544
-16548
-16456
-16500
-16592
-16520
-16416
-16424
-16548
-16580
-16540
-16508
-16468
-16552
-16560
-16472
-16452
-16476
-16524
-16560
-16504
-16432
-16456
-16516
-16516
-16480
-16440
-16396
-16368
-16416
-16432
-16496
-16528
-16508
-16500
-16500
-16476
-16472
-16520
-16572
-16508
-16412
-16428
-16460
-16516
-16464
-16440
-16476
-16484
-16528
-16460
-16444
-16492
-16480
-16520
-16524
-16484
-16472
-16432
-16360
-16356
-16416
-16416
-16476
-16592
-16560
-16540
-16548
-16484
-16452
-16424
-16444
-16444
-16496
-16488
-16516
-16496
-16412
-16424
-16396
-16392
-16440
-16452
-16548
-16612
-16568
-16504
-16528
-16552
-16548
-16544
-16560
-16560
-16452
-16432
-16504
-16496
-16488
-16440
-16456
-16472
-16444
-16480
-16456
-16460
-16476
-16500
-16492
-16504
-16528
-16476
-16516
-16516
-16464
-16476
-16432
-16420
-16452
-16448
-16468
-16492
-16492
-16480
-16548
-16492
-16296
-16364
-16476
-16428
-16460
-16584
-16580
-16536
-16528
-16508
-16468
-16504
-16616
-16616
-16536
-16472
-16524
-16544
-16492
-16504
-16528
-16512
-16464
-16412
-16432
-16492
-16460
-16408
-16408
-16464
-16560
-16560
-16504
-16500
-16496
-16472
-16452
-16372
-16400
-16476
-16420
-16500
-16536
-16512
-16572
-16572
-16580
-16540
