=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.05.14 10:57:24 =~=~=~=~=~=~=~=~=~=~=~=




16556
16588
16572
16548
16560
16504
16456
16556
16556
16540
16508
16608
16644
16636
16624
16540
16540
16568
16588
16640
16616
16552
16536
16612
16556
16508
16508
16556
16520
16580
16636
16608
16620
16604
16588
16588
16540
16496
16528
16604
16592
16596
16592
16536
16564
16580
16608
16608
16656
16636
16624
16624
16608
16588
16564
16536
16544
16588
16620
16620
16600
16596
16584
16596
16584
16580
16624
16628
16584
16584
16576
16600
16560
16484
16444
16488
16580
16616
16644
16684
16620
16572
16552
16532
16492
16488
16564
16604
16632
16648
16640
16640
16632
16628
16624
16604
16636
16608
16604
16668
16580
16564
16572
16596
16604
16576
16608
16560
16560
16556
16564
16584
16584
16604
16664
16588
16528
16548
16580
16564
16596
16624
16528
16588
16648
16656
16664
16572
16608
16688
16624
16536
16576
16576
16624
16580
16592
16520
16508
16620
16652
16648
16616
16628
16592
16612
16604
16504
16508
16500
16516
16560
16500
16492
16520
16520
16568
16624
16588
16612
16580
16560
16612
16632
16588
16564
16616
16644
16624
16676
16680
16580
16572
16584
16636
16636
16636
16672
16676
16568
16580
16628
16620
16592
16572
16568
16544
16508
16508
16564
16596
16564
16552
16632
16620
16576
16600
16600
16572
16568
16576
16608
16688
16668
16628
16656
16636
16556
16512
16592
16616
16620
16608
16556
16596
16664
16640
16556
16556
16600
16616
16540
16564
16584
16560
16484
16564
16648
16516
16572
16644
16608
16612
16552
16468
16508
16620
16628
16548
16552
16552
16568
16528
16556
16628
16648
16612
16604
16556
16516
16544
16548
16624
16656
16600
16544
16500
16476
16520
16584
16548
16548
16572
16612
16580
16576
16564
16532
16580
16560
16616
16672
16556
16604
16680
16688
16756
16652
16536
16616
16592
16596
16596
16624
16516
16552
16632
16588
16580
16584
16540
16556
16568
16524
16520
16552
16560
16548
16504
16444
16508
16536
16480
16480
16532
16564
16576
16528
16472
16528
16616
16640
16616
16680
16688
16600
16624
16636
16568
16624
16660
16636
16604
16556
16556
16592
16620
16616
16620
16648
16568
16484
16544
16556
16524
16564
16604
16608
16648
16596
16576
16580
16540
16592
16628
16628
16564
16568
16632
16664
16688
16676
16604
16580
16636
16588
16584
16616
16548
16588
16604
16588
16556
16520
16580
16548
16548
16548
16604
16628
16608
16600
16564
16544
16680
16724
16684
16628
16544
16528
16552
16580
16548
16528
16580
16560
16552
16524
16524
16520
16592
16632
16628
16556
16564
16552
16604
16652
16596
16576
16648
16620
16580
16620
16584
16568
16556
16604
16672
16636
16636
16600
16644
16600
16628
16644
16524
16516
16604
16604
16620
16648
16676
16692
16612
16596
16600
16632
16696
16624
16608
16608
16632
16576
16508
16528
16580
16604
16640
16608
16608
16632
16636
16604
16584
16584
16508
16456
16520
16612
16652
16632
16604
16604
16636
16636
16588
16604
16584
16588
16616
16656
16648
16516
16524
16584
16528
16564
16604
16544
16512
16564
16584
16532
16532
16532
16496
16524
16592
16564
16552
16596
16692
16664
16616
16592
16536
16540
16540
16580
16612
16608
16608
16608
16584
16584
16592
16644
16664
16620
16560
16612
16692
16672
16660
16676
16596
16524
16544
16588
16624
16608
16592
